Antigüedad,Calificacion,Empresa,Pais,CodigoCliente,PuntajeOriginal,Puesto,Tema,Dispositivo
36,alta,Mediana,Chile,10002349,9,Publicidad,confiabilidad,Tableta
37,alta,Mediana,Chile,10002354,9,Publicidad,servicios,PC
15,alta,Mediana,Chile,10002357,6,Publicidad,servicios,Tableta
46,baja,Mediana,Chile,10002369,5,Publicidad,precio,Movil
2,alta,Mediana,Chile,10002370,6,Publicidad,precio,Tableta
,alta,Mediana,Chile,10002371,6,Publicidad,precio,PC
,baja,Mediana,Chile,10002372,4,Publicidad,confiabilidad,Tableta
48,baja,Mediana,Chile,10002373,3,Publicidad,precio,Movil
49,alta,Mediana,Chile,10002375,9,Publicidad,servicios,Tableta
43,alta,Mediana,Chile,10002378,9,Publicidad,precio,PC
,baja,Mediana,Chile,10002405,5,Publicidad,precio,Tableta
9,alta,Mediana,Chile,10002422,8,Publicidad,caracteristicas,Movil
2,baja,Mediana,Chile,10002445,4,Publicidad,confiabilidad,Tableta
13,alta,Mediana,Chile,10002448,6,Publicidad,confiabilidad,PC
14,baja,Mediana,Chile,10002455,1,Publicidad,caracteristicas,Tableta
28,alta,Mediana,Chile,10002467,10,Publicidad,precio,Movil
19,alta,Mediana,Chile,10002470,10,Publicidad,servicios,Tableta
23,alta,Mediana,Chile,10002479,6,Publicidad,seguridad,PC
23,baja,Mediana,Chile,10002481,3,Publicidad,confiabilidad,Tableta
29,alta,Mediana,Chile,10002489,10,Publicidad,precio,Movil
13,baja,Mediana,Chile,10002491,2,Publicidad,confiabilidad,Tableta
10,alta,Mediana,Chile,10002493,8,Publicidad,caracteristicas,PC
19,baja,Mediana,Chile,10002496,3,Publicidad,confiabilidad,Tableta
19,baja,Mediana,Chile,10002516,5,Publicidad,confiabilidad,Movil
39,baja,Mediana,Chile,10002519,3,Publicidad,servicios,Tableta
12,baja,Mediana,Chile,10002528,4,Publicidad,precio,PC
,baja,Mediana,Chile,10002533,5,Publicidad,servicios,Tableta
10,alta,Mediana,Chile,10002560,9,Publicidad,precio,Movil
24,alta,Mediana,Chile,10002567,10,Publicidad,caracteristicas,Tableta
6,alta,Mediana,Chile,10002584,6,Publicidad,precio,PC
31,baja,Mediana,Chile,10002593,1,Publicidad,confiabilidad,Tableta
2,baja,Mediana,Chile,10002598,2,Publicidad,caracteristicas,Movil
,baja,Mediana,Chile,10002599,5,Publicidad,precio,Tableta
15,baja,Mediana,Chile,10002607,5,Publicidad,otros,PC
22,alta,Mediana,Chile,10002619,8,Publicidad,confiabilidad,Tableta
28,baja,Mediana,Chile,10002636,2,Publicidad,servicios,Movil
41,baja,Mediana,Chile,10002656,3,Publicidad,servicios,Tableta
27,alta,Mediana,Chile,10002664,7,Publicidad,caracteristicas,PC
26,baja,Mediana,Chile,10002666,4,Publicidad,precio,Tableta
15,alta,Mediana,Chile,10002668,8,Publicidad,precio,Movil
3,alta,Mediana,Chile,10002676,9,Publicidad,confiabilidad,Tableta
9,alta,Mediana,Chile,10002678,6,Publicidad,servicios,PC
9,alta,Mediana,Chile,10002679,8,Publicidad,confiabilidad,Tableta
40,alta,Mediana,Chile,10002684,9,Publicidad,confiabilidad,Movil
12,alta,Mediana,Chile,10002690,6,Publicidad,precio,Tableta
13,alta,Mediana,Chile,10002693,7,Publicidad,precio,PC
24,baja,Mediana,Chile,10002699,2,Publicidad,precio,Tableta
0,alta,Mediana,Chile,10002720,6,Publicidad,caracteristicas,Movil
,alta,Mediana,Chile,10002731,7,Publicidad,uso,Tableta
28,baja,Mediana,Chile,10002740,5,Publicidad,servicios,PC
5,baja,Mediana,Chile,10002744,5,Publicidad,precio,Tableta
24,alta,Mediana,Chile,10002746,10,Publicidad,confiabilidad,Movil
3,baja,Mediana,Chile,10002751,1,Publicidad,precio,Tableta
23,alta,Mediana,Chile,10002761,9,Publicidad,caracteristicas,PC
10,alta,Mediana,Chile,10002768,8,Publicidad,confiabilidad,Tableta
18,baja,Mediana,Chile,10002799,5,Publicidad,servicios,Movil
15,baja,Mediana,Chile,10002808,1,Publicidad,precio,Tableta
28,baja,Mediana,Chile,10002812,1,Publicidad,precio,PC
6,alta,Mediana,Chile,10002835,6,Publicidad,velocidad,Tableta
18,baja,Mediana,Chile,10002838,5,Publicidad,navegacion,Movil
13,alta,Mediana,Chile,10002842,10,Publicidad,confiabilidad,Tableta
0,baja,Mediana,Chile,10002859,5,Publicidad,caracteristicas,PC
3,alta,Mediana,Chile,10002866,7,Publicidad,caracteristicas,Tableta
24,alta,Mediana,Chile,10002872,7,Publicidad,caracteristicas,Movil
19,baja,Mediana,Chile,10002873,2,Publicidad,precio,Tableta
10,baja,Mediana,Chile,10002881,5,Publicidad,soporte,PC
5,alta,Mediana,Chile,10002905,8,Publicidad,confiabilidad,Tableta
9,alta,Mediana,Chile,10002930,7,Publicidad,velocidad,Movil
15,baja,Mediana,Chile,10002932,4,Publicidad,precio,Tableta
28,baja,Mediana,Chile,10002937,5,Publicidad,servicios,PC
18,alta,Mediana,Chile,10002938,9,Publicidad,confiabilidad,Tableta
45,baja,Mediana,Chile,10002944,2,Publicidad,servicios,Movil
,baja,Mediana,Chile,10002948,2,Publicidad,uso,Tableta
11,alta,Mediana,Chile,10002953,8,Publicidad,precio,PC
22,baja,Mediana,Chile,10002969,2,Publicidad,caracteristicas,Tableta
23,baja,Mediana,Chile,10002974,4,Publicidad,confiabilidad,Movil
19,baja,Mediana,Chile,10002976,5,Publicidad,precio,Tableta
,alta,Mediana,Chile,10002980,7,Publicidad,precio,PC
15,baja,Mediana,Chile,10002981,2,Publicidad,caracteristicas,Tableta
27,baja,Mediana,Chile,10002990,5,Publicidad,confiabilidad,Movil
28,alta,Mediana,Chile,10003004,8,Publicidad,uso,Tableta
29,alta,Mediana,Chile,10003010,9,Publicidad,confiabilidad,PC
1,baja,Mediana,Chile,10003011,2,Publicidad,caracteristicas,Tableta
0,alta,Mediana,Chile,10003013,10,Publicidad,precio,Movil
5,alta,Mediana,Chile,10003020,9,Publicidad,precio,Tableta
23,alta,Mediana,Chile,10003027,7,Publicidad,caracteristicas,PC
45,baja,Mediana,Chile,10003033,5,Publicidad,precio,Tableta
1,baja,Mediana,Chile,10003039,1,Publicidad,caracteristicas,Movil
25,alta,Mediana,Chile,10003048,9,Publicidad,confiabilidad,Tableta
28,baja,Mediana,Chile,10003057,3,Publicidad,caracteristicas,PC
13,alta,Mediana,Chile,10003073,10,Publicidad,precio,Tableta
,baja,Mediana,Chile,10003077,4,Publicidad,precio,Movil
9,baja,Mediana,Chile,10003080,5,Publicidad,caracteristicas,Tableta
18,baja,Mediana,Chile,10003091,2,Publicidad,confiabilidad,PC
24,alta,Mediana,Chile,10003099,9,Publicidad,servicios,Tableta
16,baja,Mediana,Chile,10003116,3,Publicidad,confiabilidad,Movil
11,baja,Mediana,Chile,10003118,5,Publicidad,confiabilidad,Tableta
25,baja,Mediana,Chile,10003147,5,Publicidad,caracteristicas,PC
26,baja,Mediana,Chile,10003151,1,Publicidad,velocidad,Tableta
25,alta,Mediana,Chile,10003161,7,Publicidad,precio,Movil
18,baja,Mediana,Chile,10003167,1,Publicidad,precio,Tableta
21,alta,Mediana,Chile,10003175,6,Publicidad,precio,PC
18,alta,Mediana,Chile,10003178,10,Publicidad,precio,Tableta
26,baja,Mediana,Chile,10003230,2,Publicidad,precio,Movil
27,alta,Mediana,Chile,10003238,6,Publicidad,confiabilidad,Tableta
12,alta,Mediana,Chile,10003239,10,Publicidad,servicios,PC
47,alta,Mediana,Chile,10003258,10,Publicidad,caracteristicas,Tableta
24,alta,Mediana,Chile,10003261,6,Publicidad,precio,Movil
8,baja,Mediana,Chile,10003280,3,Publicidad,uso,Tableta
3,baja,Mediana,Chile,10003287,3,Publicidad,servicios,PC
0,baja,Mediana,Chile,10003293,2,Publicidad,confiabilidad,Tableta
13,baja,Mediana,Chile,10003298,5,Publicidad,caracteristicas,Movil
24,alta,Mediana,Chile,10003300,6,Publicidad,precio,Tableta
9,baja,Mediana,Chile,10003346,3,Publicidad,servicios,PC
43,baja,Mediana,Chile,10003360,3,Publicidad,uso,Tableta
39,baja,Mediana,Chile,10003373,1,Publicidad,uso,Movil
17,baja,Mediana,Chile,10003376,3,Publicidad,confiabilidad,Tableta
0,baja,Mediana,Chile,10003382,4,Publicidad,velocidad,PC
20,alta,Mediana,Chile,10003385,8,Publicidad,caracteristicas,Tableta
,alta,Mediana,Chile,10003402,6,Publicidad,caracteristicas,Movil
7,alta,Mediana,Chile,10003415,9,Publicidad,precio,Tableta
9,alta,Mediana,Chile,10003417,7,Publicidad,velocidad,PC
11,alta,Mediana,Chile,10003418,9,Publicidad,precio,Tableta
12,baja,Mediana,Chile,10003426,2,Publicidad,servicios,Movil
18,baja,Mediana,Chile,10003430,5,Publicidad,precio,Tableta
29,alta,Mediana,Chile,10003448,10,Publicidad,caracteristicas,PC
5,baja,Mediana,Chile,10003453,3,Publicidad,velocidad,Tableta
41,baja,Mediana,Chile,10003456,5,Publicidad,precio,Movil
35,baja,Mediana,Chile,10003480,2,Publicidad,servicios,Tableta
8,alta,Mediana,Chile,10003499,10,Publicidad,caracteristicas,PC
23,alta,Mediana,Chile,10003505,8,Publicidad,confiabilidad,Tableta
15,alta,Mediana,Chile,10003519,6,Publicidad,confiabilidad,Movil
18,baja,Mediana,Chile,10003526,5,Publicidad,precio,Tableta
33,alta,Mediana,Chile,10003529,9,Publicidad,servicios,PC
29,baja,Mediana,Chile,10003549,1,Publicidad,soporte,Tableta
23,baja,Mediana,Chile,10003556,3,Publicidad,velocidad,Movil
19,baja,Mediana,Chile,10003563,3,Publicidad,confiabilidad,Tableta
5,alta,Mediana,Chile,10003564,7,Publicidad,caracteristicas,PC
15,alta,Mediana,Chile,10003570,8,Publicidad,precio,Tableta
10,baja,Mediana,Chile,10003575,1,Publicidad,otros,PC
5,baja,Mediana,Chile,10003591,5,Publicidad,velocidad,Tableta
7,baja,Mediana,Chile,10003592,3,Publicidad,confiabilidad,Movil
26,baja,Mediana,Chile,10003598,4,Publicidad,servicios,Tableta
9,alta,Mediana,Chile,10003600,6,Publicidad,precio,PC
16,baja,Mediana,Chile,10003603,2,Publicidad,confiabilidad,Tableta
,baja,Mediana,Chile,10003613,3,Publicidad,confiabilidad,Movil
26,baja,Mediana,Chile,10003614,4,Publicidad,confiabilidad,Tableta
25,alta,Mediana,Chile,10003625,6,Publicidad,navegacion,PC
25,baja,Mediana,Chile,10003630,2,Publicidad,servicios,Tableta
26,baja,Mediana,Chile,10003648,5,Publicidad,confiabilidad,Movil
12,baja,Mediana,Chile,10003649,5,Publicidad,servicios,Tableta
9,baja,Mediana,Chile,10003653,1,Publicidad,servicios,PC
11,baja,Mediana,Chile,10003657,2,Publicidad,caracteristicas,Tableta
6,baja,Mediana,Chile,10003660,4,Publicidad,confiabilidad,Movil
29,alta,Mediana,Chile,10003678,10,Publicidad,precio,Tableta
18,alta,Mediana,Chile,10003680,7,Publicidad,precio,PC
1,alta,Mediana,Chile,10003682,9,Publicidad,caracteristicas,Tableta
18,alta,Mediana,Chile,10003688,6,Publicidad,precio,PC
37,alta,Mediana,Chile,10003692,6,Publicidad,caracteristicas,Tableta
29,alta,Mediana,Chile,10003694,6,Publicidad,precio,Movil
46,alta,Mediana,Chile,10003702,7,Publicidad,confiabilidad,Tableta
31,alta,Mediana,Chile,10003703,10,Publicidad,confiabilidad,PC
6,alta,Mediana,Chile,10003704,10,Publicidad,soporte,Tableta
,baja,Mediana,Chile,10003707,2,Publicidad,precio,Movil
26,baja,Mediana,Chile,10003709,4,Publicidad,precio,Tableta
35,baja,Mediana,Chile,10003715,5,Publicidad,servicios,PC
41,alta,Mediana,Chile,10003716,6,Publicidad,servicios,Tableta
30,baja,Mediana,Chile,10003722,4,Publicidad,caracteristicas,Movil
14,baja,Mediana,Chile,10003725,2,Publicidad,caracteristicas,Tableta
24,alta,Mediana,Chile,10003729,8,Publicidad,caracteristicas,PC
46,baja,Mediana,Chile,10003732,5,Publicidad,servicios,Tableta
42,baja,Mediana,Chile,10003733,2,Publicidad,servicios,Movil
9,baja,Mediana,Chile,10003741,4,Publicidad,velocidad,Tableta
23,baja,Mediana,Chile,10003757,5,Publicidad,precio,PC
3,baja,Mediana,Chile,10003758,3,Publicidad,precio,Tableta
18,alta,Mediana,Chile,10003761,9,Publicidad,caracteristicas,PC
23,alta,Mediana,Chile,10003762,6,Publicidad,precio,Tableta
1,alta,Mediana,Chile,10003765,8,Publicidad,confiabilidad,Movil
11,alta,Mediana,Chile,10003768,6,Publicidad,soporte,Tableta
14,alta,Mediana,Chile,10003785,7,Publicidad,caracteristicas,PC
13,alta,Mediana,Chile,10003801,7,Publicidad,servicios,Tableta
20,alta,Mediana,Chile,10003805,10,Publicidad,servicios,Movil
6,baja,Mediana,Chile,10003811,2,Publicidad,servicios,Tableta
45,alta,Mediana,Chile,10003813,10,Publicidad,confiabilidad,PC
47,baja,Mediana,Chile,10003815,5,Publicidad,confiabilidad,Tableta
49,alta,Mediana,Chile,10003816,8,Publicidad,caracteristicas,Movil
34,alta,Mediana,Chile,10003830,10,Publicidad,confiabilidad,Tableta
12,baja,Mediana,Chile,10003831,3,Publicidad,precio,PC
11,alta,Mediana,Chile,10003834,8,Publicidad,velocidad,Tableta
44,baja,Mediana,Chile,10003837,3,Publicidad,seguridad,Movil
8,alta,Mediana,Chile,10003841,7,Publicidad,confiabilidad,Tableta
27,alta,Mediana,Chile,10003842,7,Publicidad,caracteristicas,PC
5,baja,Mediana,Chile,10003844,4,Publicidad,precio,Tableta
5,alta,Mediana,Chile,10003848,8,Publicidad,servicios,PC
23,alta,Mediana,Chile,10003856,10,Publicidad,precio,Tableta
7,alta,Mediana,Chile,10003859,9,Publicidad,caracteristicas,Movil
9,alta,Mediana,Chile,10003861,7,Publicidad,precio,Tableta
15,alta,Mediana,Chile,10003862,9,Publicidad,servicios,PC
14,baja,Mediana,Chile,10003864,5,Publicidad,precio,Tableta
11,baja,Mediana,Chile,10003867,5,Publicidad,servicios,Movil
33,alta,Mediana,Chile,10003874,7,Publicidad,precio,Tableta
28,alta,Mediana,Chile,10003883,6,Publicidad,servicios,PC
12,baja,Mediana,Chile,10003886,5,Publicidad,servicios,Tableta
13,baja,Mediana,Chile,10003887,1,Publicidad,velocidad,Movil
39,alta,Mediana,Chile,10003898,9,Publicidad,precio,Tableta
25,baja,Mediana,Chile,10003910,1,Publicidad,confiabilidad,PC
0,baja,Mediana,Chile,10003918,2,Publicidad,servicios,Tableta
24,alta,Mediana,Chile,10003919,9,Publicidad,soporte,Movil
11,alta,Mediana,Chile,10003929,8,Publicidad,confiabilidad,Tableta
24,baja,Mediana,Chile,10003931,2,Publicidad,precio,PC
,alta,Mediana,Chile,10003932,10,Publicidad,confiabilidad,Tableta
14,alta,Mediana,Chile,10003933,8,Publicidad,servicios,PC
3,baja,Mediana,Chile,10003935,1,Publicidad,diseño,Tableta
25,alta,Mediana,Chile,10003975,10,Publicidad,caracteristicas,Movil
20,baja,Mediana,Chile,10003982,2,Publicidad,confiabilidad,Tableta
47,baja,Mediana,Chile,10003991,5,Publicidad,precio,PC
16,alta,Mediana,Chile,10004006,8,Publicidad,precio,Tableta
21,baja,Mediana,Chile,10004007,4,Publicidad,caracteristicas,Movil
26,baja,Mediana,Chile,10004010,1,Publicidad,caracteristicas,Tableta
4,baja,Mediana,Chile,10004016,2,Publicidad,caracteristicas,PC
19,baja,Mediana,Chile,10004019,3,Publicidad,caracteristicas,Tableta
7,baja,Mediana,Chile,10004020,3,Publicidad,servicios,Movil
25,alta,Mediana,Chile,10004025,8,Publicidad,precio,Tableta
26,baja,Mediana,Chile,10004027,4,Publicidad,confiabilidad,PC
26,baja,Mediana,Chile,10004036,1,Publicidad,servicios,Tableta
28,alta,Mediana,Chile,10004046,10,Publicidad,servicios,Movil
,alta,Mediana,Chile,10004047,8,Publicidad,caracteristicas,Tableta
11,alta,Mediana,Chile,10004048,6,Publicidad,precio,PC
44,alta,Mediana,Chile,10004051,8,Publicidad,precio,Tableta
16,baja,Mediana,Chile,10004052,4,Publicidad,confiabilidad,PC
40,baja,Mediana,Chile,10004055,1,Publicidad,caracteristicas,Tableta
,alta,Mediana,Chile,10004056,9,Publicidad,precio,Movil
16,baja,Mediana,Chile,10004064,5,Publicidad,precio,Tableta
5,baja,Mediana,Chile,10004076,5,Publicidad,caracteristicas,PC
46,alta,Mediana,Chile,10004079,6,Publicidad,uso,Tableta
39,baja,Mediana,Chile,10004083,3,Publicidad,precio,Movil
12,baja,Mediana,Chile,10004097,2,Publicidad,caracteristicas,Tableta
26,baja,Mediana,Chile,10004105,1,Publicidad,caracteristicas,PC
0,alta,Mediana,Chile,10004109,7,Publicidad,confiabilidad,Tableta
11,alta,Mediana,Chile,10004112,6,Publicidad,servicios,Movil
21,baja,Mediana,Chile,10004115,1,Publicidad,precio,Tableta
38,baja,Mediana,Chile,10004123,2,Publicidad,velocidad,PC
18,baja,Mediana,Chile,10004125,1,Publicidad,confiabilidad,Tableta
1,baja,Mediana,Chile,10004127,2,Publicidad,confiabilidad,Movil
46,baja,Mediana,Chile,10004130,3,Publicidad,precio,Tableta
9,baja,Mediana,Chile,10004139,4,Publicidad,precio,PC
16,alta,Mediana,Chile,10004145,8,Publicidad,servicios,Tableta
29,alta,Mediana,Chile,10004148,8,Publicidad,precio,PC
24,alta,Mediana,Chile,10004152,10,Publicidad,precio,Tableta
17,baja,Mediana,Chile,10004160,5,Publicidad,caracteristicas,Movil
5,baja,Mediana,Chile,10004162,3,Publicidad,velocidad,Tableta
15,alta,Mediana,Chile,10004169,9,Publicidad,precio,PC
44,alta,Mediana,Chile,10004173,8,Publicidad,uso,Tableta
7,alta,Mediana,Chile,10004177,6,Publicidad,precio,Movil
22,alta,Mediana,Chile,10004179,8,Publicidad,confiabilidad,Tableta
0,alta,Mediana,Chile,10004189,10,Publicidad,precio,PC
46,alta,Mediana,Chile,10004191,7,Publicidad,precio,Tableta
35,baja,Mediana,Chile,10004210,3,Publicidad,confiabilidad,Movil
29,alta,Mediana,Chile,10004223,6,Publicidad,precio,Tableta
23,baja,Mediana,Chile,10004228,5,Publicidad,servicios,PC
17,alta,Mediana,Chile,10004231,7,Publicidad,caracteristicas,Tableta
7,baja,Mediana,Chile,10004242,2,Publicidad,confiabilidad,Movil
9,alta,Mediana,Chile,10004248,9,Publicidad,servicios,Tableta
23,baja,Mediana,Chile,10004254,2,Publicidad,uso,PC
26,alta,Mediana,Chile,10004255,6,Publicidad,velocidad,Tableta
8,alta,Mediana,Chile,10004256,7,Publicidad,caracteristicas,PC
25,baja,Mediana,Chile,10004261,3,Publicidad,servicios,Tableta
4,baja,Mediana,Chile,10004262,4,Publicidad,confiabilidad,Movil
13,alta,Mediana,Chile,10004265,10,Publicidad,servicios,Tableta
3,baja,Mediana,Chile,10004268,2,Publicidad,confiabilidad,PC
16,alta,Mediana,Chile,10004271,9,Publicidad,velocidad,Tableta
1,baja,Mediana,Chile,10004295,3,Publicidad,caracteristicas,Movil
15,alta,Mediana,Chile,10004297,10,Publicidad,uso,Tableta
0,alta,Mediana,Chile,10004322,6,Publicidad,servicios,PC
9,alta,Mediana,Chile,10004324,8,Publicidad,precio,Tableta
10,baja,Mediana,Chile,10004325,4,Publicidad,precio,Movil
42,alta,Mediana,Chile,10004334,8,Publicidad,seguridad,Tableta
26,alta,Mediana,Chile,10004338,7,Publicidad,confiabilidad,PC
9,baja,Mediana,Chile,10004343,2,Publicidad,caracteristicas,Tableta
32,baja,Mediana,Chile,10004347,5,Publicidad,servicios,Movil
29,alta,Mediana,Chile,10004350,10,Publicidad,caracteristicas,Tableta
29,alta,Mediana,Chile,10004353,10,Publicidad,confiabilidad,PC
1,baja,Mediana,Chile,10004356,1,Publicidad,confiabilidad,Tableta
3,alta,Mediana,Chile,10004361,8,Publicidad,caracteristicas,PC
21,alta,Mediana,Chile,10004366,7,Publicidad,servicios,Tableta
28,alta,Mediana,Chile,10004373,10,Publicidad,caracteristicas,Movil
11,baja,Mediana,Chile,10004377,1,Publicidad,soporte,Tableta
11,alta,Mediana,Chile,10004379,6,Publicidad,confiabilidad,PC
10,alta,Mediana,Chile,10004385,8,Publicidad,servicios,Tableta
24,alta,Mediana,Chile,10004388,9,Publicidad,caracteristicas,Movil
19,alta,Mediana,Chile,10004400,9,Publicidad,precio,Tableta
7,alta,Mediana,Chile,10004407,9,Publicidad,soporte,PC
3,alta,Mediana,Chile,10004408,8,Publicidad,otros,Tableta
,alta,Mediana,Chile,10004410,10,Publicidad,uso,Movil
17,baja,Mediana,Chile,10004419,4,Publicidad,confiabilidad,Tableta
17,alta,Mediana,Chile,10004423,8,Publicidad,velocidad,PC
25,baja,Mediana,Chile,10004436,4,Publicidad,servicios,Tableta
22,baja,Mediana,Chile,10004437,2,Publicidad,precio,Movil
1,alta,Mediana,Chile,10004439,8,Publicidad,confiabilidad,Tableta
21,alta,Mediana,Chile,10004461,9,Publicidad,precio,PC
14,baja,Mediana,Chile,10004466,5,Publicidad,otros,Tableta
7,baja,Mediana,Chile,10004475,4,Publicidad,velocidad,PC
7,baja,Mediana,Chile,10004481,1,Publicidad,caracteristicas,Tableta
18,baja,Mediana,Chile,10004490,4,Publicidad,servicios,Movil
18,baja,Mediana,Chile,10004501,3,Publicidad,velocidad,Tableta
4,baja,Mediana,Chile,10004506,5,Publicidad,servicios,PC
1,alta,Mediana,Chile,10004508,8,Publicidad,caracteristicas,Tableta
24,alta,Mediana,Chile,10004515,10,Publicidad,servicios,Movil
1,baja,Mediana,Chile,10004522,3,Publicidad,confiabilidad,Tableta
2,baja,Mediana,Chile,10004533,4,Publicidad,caracteristicas,PC
9,alta,Mediana,Chile,10004543,10,Publicidad,servicios,Tableta
18,alta,Mediana,Chile,10004550,8,Publicidad,precio,Movil
29,baja,Mediana,Chile,10004552,5,Publicidad,precio,Tableta
25,baja,Mediana,Chile,10004555,5,Publicidad,precio,PC
7,baja,Mediana,Chile,10004561,1,Publicidad,velocidad,Tableta
20,alta,Mediana,Chile,10004562,6,Publicidad,confiabilidad,Movil
4,baja,Mediana,Chile,10004575,5,Publicidad,velocidad,Tableta
22,baja,Mediana,Chile,10004579,4,Publicidad,caracteristicas,PC
26,baja,Mediana,Chile,10004583,5,Publicidad,precio,Tableta
24,baja,Mediana,Chile,10004589,2,Publicidad,caracteristicas,PC
11,baja,Mediana,Chile,10004590,2,Publicidad,servicios,Tableta
8,alta,Mediana,Chile,10004592,10,Publicidad,caracteristicas,Movil
32,alta,Mediana,Chile,10004595,7,Publicidad,uso,Tableta
21,alta,Mediana,Chile,10004606,9,Publicidad,precio,PC
,alta,Mediana,Chile,10004614,9,Publicidad,precio,Tableta
15,baja,Mediana,Chile,10004630,3,Publicidad,confiabilidad,Movil
11,alta,Mediana,Chile,10004639,10,Publicidad,confiabilidad,Tableta
29,baja,Mediana,Chile,10004657,4,Publicidad,precio,PC
21,baja,Mediana,Chile,10004658,2,Publicidad,servicios,Tableta
29,baja,Mediana,Chile,10004671,3,Publicidad,caracteristicas,Movil
4,baja,Mediana,Chile,10004673,4,Publicidad,precio,Tableta
24,baja,Mediana,Chile,10004680,2,Publicidad,precio,PC
21,alta,Mediana,Chile,10004684,7,Publicidad,precio,Tableta
10,alta,Mediana,Chile,10004688,9,Publicidad,caracteristicas,Movil
